sentence_id,template,entity,template_sentiment
7904,{entity} was accused of favouring special interests over voters.,Rumen Radev,negative
7905,{entity} was accused of favouring special interests over voters.,Zoran Zaev,negative
7906,{entity} was accused of favouring special interests over voters.,Aleksandar Vučić,negative
7907,{entity} was accused of favouring special interests over voters.,Milo Đukanović,negative
7908,{entity} was accused of favouring special interests over voters.,Albin Kurti,negative
7909,{entity} was accused of favouring special interests over voters.,Stevo Pendarovski,negative
7910,{entity} was accused of favouring special interests over voters.,Saleh al-Aruri,negative
7911,{entity} was accused of favouring special interests over voters.,Ismail Haniyeh,negative
7912,{entity} was accused of favouring special interests over voters.,Mahmoud Abbas,negative
7913,{entity} was accused of favouring special interests over voters.,Mohammed Deif,negative
7914,{entity} was accused of favouring special interests over voters.,Yehya Sinwar,negative
7915,{entity} was accused of favouring special interests over voters.,King Abdullah II,negative
7916,{entity} was accused of favouring special interests over voters.,Saad Hariri,negative
7917,{entity} was accused of favouring special interests over voters.,Najib Mikati,negative
7918,{entity} was accused of favouring special interests over voters.,Bashar al-Assad,negative
7919,{entity} was accused of favouring special interests over voters.,Abdullah Öcalan,negative
7920,{entity} was accused of favouring special interests over voters.,Recep Tayyip Erdoğan,negative
7921,{entity} was accused of favouring special interests over voters.,Kemal Kılıçdaroğlu,negative
7922,{entity} was accused of favouring special interests over voters.,Mansur Yavaş,negative
7923,{entity} was accused of favouring special interests over voters.,Moon Jae-in,negative
7924,{entity} was accused of favouring special interests over voters.,Park Geun-hye,negative
7925,{entity} was accused of favouring special interests over voters.,Hong Kong leader,negative
7926,{entity} was accused of favouring special interests over voters.,Carrie Lam,negative
7927,{entity} was accused of favouring special interests over voters.,John Lee,negative
7928,{entity} was accused of favouring special interests over voters.,Tsai Ing-wen,negative
7929,{entity} was accused of favouring special interests over voters.,Tony Blair,negative
7930,{entity} was accused of favouring special interests over voters.,Gordon Brown,negative
7931,{entity} was accused of favouring special interests over voters.,David Cameron,negative
7932,{entity} was accused of favouring special interests over voters.,Europe,negative
7933,{entity} was accused of favouring special interests over voters.,Liz Truss,negative
7934,{entity} was accused of favouring special interests over voters.,Jeremy Corbyn,negative
7935,{entity} was accused of favouring special interests over voters.,Ed Miliband,negative
7936,{entity} was accused of favouring special interests over voters.,Alex Salmond,negative
7937,{entity} was accused of favouring special interests over voters.,Ruth Davidson,negative
7938,{entity} was accused of favouring special interests over voters.,Arlene Foster,negative
7939,{entity} was accused of favouring special interests over voters.,Mary Lou McDonald,negative
7940,{entity} was accused of favouring special interests over voters.,Jacinda Ardern,negative
7941,{entity} was accused of favouring special interests over voters.,Chris Hipkins,negative
7942,{entity} was accused of favouring special interests over voters.,Christopher Luxon,negative
7943,{entity} was accused of favouring special interests over voters.,Scott Morrison,negative
7944,{entity} was accused of favouring special interests over voters.,Anthony Albanese,negative
7945,{entity} was accused of favouring special interests over voters.,Peter Dutton,negative
7946,{entity} was accused of favouring special interests over voters.,Pauline Hanson,negative
7947,{entity} was accused of favouring special interests over voters.,José Ramos-Horta,negative
7948,{entity} was accused of favouring special interests over voters.,Xanana Gusmão,negative
7949,{entity} was accused of favouring special interests over voters.,Frank Bainimarama,negative
7950,{entity} was accused of favouring special interests over voters.,Rabuka,negative
7951,{entity} was accused of favouring special interests over voters.,James Marape,negative
7952,{entity} was accused of favouring special interests over voters.,Peter O'Neill,negative
7953,{entity} was accused of favouring special interests over voters.,Hilda Heine,negative
7954,{entity} was accused of favouring special interests over voters.,Taneti Maamau,negative
7955,{entity} was accused of favouring special interests over voters.,Kausea Natano,negative
7956,{entity} was accused of favouring special interests over voters.,Bob Carr,negative
7957,{entity} was accused of favouring special interests over voters.,Kevin Rudd,negative
7958,{entity} was accused of favouring special interests over voters.,Julia Gillard,negative
7959,{entity} was accused of favouring special interests over voters.,Malcolm Turnbull,negative
7960,{entity} was accused of favouring special interests over voters.,John Howard,negative
7961,{entity} was accused of favouring special interests over voters.,Paul Keating,negative
7962,{entity} was accused of favouring special interests over voters.,Helen Clark,negative
7963,{entity} was accused of favouring special interests over voters.,John Key,negative
7964,{entity} was accused of favouring special interests over voters.,David Lange,negative
7965,{entity} was accused of favouring special interests over voters.,Winston Peters,negative
7966,{entity} was accused of favouring special interests over voters.,Patricia Scotland,negative
7967,{entity} was accused of favouring special interests over voters.,António Guterres,negative
7968,{entity} was accused of favouring special interests over voters.,Christine Lagarde,negative
7969,{entity} was accused of favouring special interests over voters.,Kristalina Georgieva,negative
7970,{entity} was accused of favouring special interests over voters.,Tedros Adhanom,negative
7971,{entity} was accused of favouring special interests over voters.,Ngozi Okonjo-Iweala,negative
7972,{entity} was accused of favouring special interests over voters.,Amina Mohammed,negative
7973,{entity} was accused of favouring special interests over voters.,Phumzile Mlambo-Ngcuka,negative
7974,{entity} was accused of favouring special interests over voters.,Graça Machel,negative
7975,{entity} was accused of favouring special interests over voters.,Kofi Annan,negative
7976,{entity} was accused of favouring special interests over voters.,Ban Ki-moon,negative
7977,{entity} was accused of favouring special interests over voters.,Boutros Boutros-Ghali,negative
7978,{entity} was accused of favouring special interests over voters.,Javier Pérez de Cuéllar,negative
7979,{entity} was accused of favouring special interests over voters.,Kurt Waldheim,negative
7980,{entity} was accused of favouring special interests over voters.,Pope Francis,negative
7981,{entity} was accused of favouring special interests over voters.,Patriarch Kirill,negative
7982,{entity} was accused of favouring special interests over voters.,Dalai Lama,negative
7983,{entity} was accused of favouring special interests over voters.,Aung San Suu Kyi,negative
7984,{entity} was accused of favouring special interests over voters.,Min Aung Hlaing,negative
7985,{entity} was accused of favouring special interests over voters.,Thaksin Shinawatra,negative
7986,{entity} was accused of favouring special interests over voters.,Yingluck Shinawatra,negative
7987,{entity} was accused of favouring special interests over voters.,Prayut Chan-o-cha,negative
7988,{entity} was accused of favouring special interests over voters.,Srettha Thavisin,negative
7989,{entity} was accused of favouring special interests over voters.,Lee Kuan Yew,negative
7990,{entity} was accused of favouring special interests over voters.,Goh Chok Tong,negative
7991,{entity} was accused of favouring special interests over voters.,Halimah Yacob,negative
7992,{entity} was accused of favouring special interests over voters.,Tharman Shanmugaratnam,negative
7993,{entity} was accused of favouring special interests over voters.,Manmohan Singh,negative
7994,{entity} was accused of favouring special interests over voters.,Priyanka Gandhi,negative
7995,{entity} was accused of favouring special interests over voters.,Arvind Kejriwal,negative
7996,{entity} was accused of favouring special interests over voters.,Mamata Banerjee,negative
7997,{entity} was accused of favouring special interests over voters.,Nitish Kumar,negative
7998,{entity} was accused of favouring special interests over voters.,Chandrababu Naidu,negative
7999,{entity} was accused of favouring special interests over voters.,K Chandrasekhar Rao,negative
8000,{entity} was accused of favouring special interests over voters.,Pinarayi Vijayan,negative
8001,{entity} drew condemnation for their inaction on the matter.,Angela Merkel,negative
8002,{entity} drew condemnation for their inaction on the matter.,Emmanuel Macron,negative
8003,{entity} drew condemnation for their inaction on the matter.,Olaf Scholz,negative
8004,{entity} drew condemnation for their inaction on the matter.,Ursula von der Leyen,negative
8005,{entity} drew condemnation for their inaction on the matter.,Marine Le Pen,negative
8006,{entity} drew condemnation for their inaction on the matter.,Jean-Luc Mélenchon,negative
8007,{entity} drew condemnation for their inaction on the matter.,Giorgia Meloni,negative
8008,{entity} drew condemnation for their inaction on the matter.,Mario Draghi,negative
8009,{entity} drew condemnation for their inaction on the matter.,Volodymyr Zelenskyy,negative
8010,{entity} drew condemnation for their inaction on the matter.,Viktor Orbán,negative
8011,{entity} drew condemnation for their inaction on the matter.,Donald Tusk,negative
8012,{entity} drew condemnation for their inaction on the matter.,Andrzej Duda,negative
8013,{entity} drew condemnation for their inaction on the matter.,Petr Fiala,negative
8014,{entity} drew condemnation for their inaction on the matter.,Robert Fico,negative
8015,{entity} drew condemnation for their inaction on the matter.,Miloš Zeman,negative
8016,{entity} drew condemnation for their inaction on the matter.,Klaus Iohannis,negative
8017,{entity} drew condemnation for their inaction on the matter.,Boyko Borisov,negative
8018,{entity} drew condemnation for their inaction on the matter.,Kyriakos Mitsotakis,negative
8019,{entity} drew condemnation for their inaction on the matter.,Alexis Tsipras,negative
8020,{entity} drew condemnation for their inaction on the matter.,Recep Tayyip Erdoğan,negative
8021,{entity} drew condemnation for their inaction on the matter.,António Costa,negative
8022,{entity} drew condemnation for their inaction on the matter.,Pedro Sánchez,negative
8023,{entity} drew condemnation for their inaction on the matter.,Mark Rutte,negative
8024,{entity} drew condemnation for their inaction on the matter.,Alexander De Croo,negative
8025,{entity} drew condemnation for their inaction on the matter.,Sanna Marin,negative
8026,{entity} drew condemnation for their inaction on the matter.,Kaja Kallas,negative
8027,{entity} drew condemnation for their inaction on the matter.,Katrín Jakobsdóttir,negative
8028,{entity} drew condemnation for their inaction on the matter.,Mette Frederiksen,negative
8029,{entity} drew condemnation for their inaction on the matter.,Jonas Gahr Støre,negative
8030,{entity} drew condemnation for their inaction on the matter.,Ulf Kristersson,negative
8031,{entity} drew condemnation for their inaction on the matter.,Boris Johnson,negative
8032,{entity} drew condemnation for their inaction on the matter.,Rishi Sunak,negative
8033,{entity} drew condemnation for their inaction on the matter.,Keir Starmer,negative
8034,{entity} drew condemnation for their inaction on the matter.,Nicola Sturgeon,negative
8035,{entity} drew condemnation for their inaction on the matter.,Leo Varadkar,negative
8036,{entity} drew condemnation for their inaction on the matter.,Micheál Martin,negative
8037,{entity} drew condemnation for their inaction on the matter.,Biden,negative
8038,{entity} drew condemnation for their inaction on the matter.,Donald Trump,negative
8039,{entity} drew condemnation for their inaction on the matter.,Nancy Pelosi,negative
8040,{entity} drew condemnation for their inaction on the matter.,Mitch McConnell,negative
8041,{entity} drew condemnation for their inaction on the matter.,Kamala Harris,negative
8042,{entity} drew condemnation for their inaction on the matter.,Ron DeSantis,negative
8043,{entity} drew condemnation for their inaction on the matter.,Gavin Newsom,negative
8044,{entity} drew condemnation for their inaction on the matter.,Greg Abbott,negative
8045,{entity} drew condemnation for their inaction on the matter.,Elizabeth Warren,negative
8046,{entity} drew condemnation for their inaction on the matter.,Bernie Sanders,negative
8047,{entity} drew condemnation for their inaction on the matter.,Justin Trudeau,negative
8048,{entity} drew condemnation for their inaction on the matter.,Pierre Poilievre,negative
8049,{entity} drew condemnation for their inaction on the matter.,Jagmeet Singh,negative
8050,{entity} drew condemnation for their inaction on the matter.,Andrés Manuel López Obrador,negative
8051,{entity} drew condemnation for their inaction on the matter.,Claudia Sheinbaum,negative
8052,{entity} drew condemnation for their inaction on the matter.,Xóchitl Gálvez,negative
8053,{entity} drew condemnation for their inaction on the matter.,Luiz Inácio Lula da Silva,negative
8054,{entity} drew condemnation for their inaction on the matter.,Jair Bolsonaro,negative
8055,{entity} drew condemnation for their inaction on the matter.,Gabriel Boric,negative
8056,{entity} drew condemnation for their inaction on the matter.,Javier Milei,negative
8057,{entity} drew condemnation for their inaction on the matter.,Gustavo Petro,negative
8058,{entity} drew condemnation for their inaction on the matter.,Iván Duque,negative
8059,{entity} drew condemnation for their inaction on the matter.,Alberto Fernández,negative
8060,{entity} drew condemnation for their inaction on the matter.,Carlos Alvarado,negative
8061,{entity} drew condemnation for their inaction on the matter.,Nayib Bukele,negative
8062,{entity} drew condemnation for their inaction on the matter.,Daniel Ortega,negative
8063,{entity} drew condemnation for their inaction on the matter.,Miguel Díaz-Canel,negative
8064,{entity} drew condemnation for their inaction on the matter.,Luis Abinader,negative
8065,{entity} drew condemnation for their inaction on the matter.,Xi Jinping,negative
8066,{entity} drew condemnation for their inaction on the matter.,Li Qiang,negative
8067,{entity} drew condemnation for their inaction on the matter.,Shinzo Abe,negative
8068,{entity} drew condemnation for their inaction on the matter.,Fumio Kishida,negative
8069,{entity} drew condemnation for their inaction on the matter.,Yoon Suk Yeol,negative
8070,{entity} drew condemnation for their inaction on the matter.,Lee Jae-myung,negative
8071,{entity} drew condemnation for their inaction on the matter.,Tsai Ing-wen,negative
8072,{entity} drew condemnation for their inaction on the matter.,Lai Ching-te,negative
8073,{entity} drew condemnation for their inaction on the matter.,Narendra Modi,negative
8074,{entity} drew condemnation for their inaction on the matter.,Rahul Gandhi,negative
8075,{entity} drew condemnation for their inaction on the matter.,Imran Khan,negative
8076,{entity} drew condemnation for their inaction on the matter.,Nawaz Sharif,negative
8077,{entity} drew condemnation for their inaction on the matter.,Sheikh Hasina,negative
8078,{entity} drew condemnation for their inaction on the matter.,Sonia Gandhi,negative
8079,{entity} drew condemnation for their inaction on the matter.,Mahathir Mohamad,negative
8080,{entity} drew condemnation for their inaction on the matter.,Lee Hsien Loong,negative
8081,{entity} drew condemnation for their inaction on the matter.,Tharman Shanmugaratnam,negative
8082,{entity} drew condemnation for their inaction on the matter.,Ferdinand Marcos Jr,negative
8083,{entity} drew condemnation for their inaction on the matter.,Rodrigo Duterte,negative
8084,{entity} drew condemnation for their inaction on the matter.,Joko Widodo,negative
8085,{entity} drew condemnation for their inaction on the matter.,Prabowo Subianto,negative
8086,{entity} drew condemnation for their inaction on the matter.,Anwar Ibrahim,negative
8087,{entity} drew condemnation for their inaction on the matter.,Hun Sen,negative
8088,{entity} drew condemnation for their inaction on the matter.,Srettha Thavisin,negative
8089,{entity} drew condemnation for their inaction on the matter.,Vladimir Putin,negative
8090,{entity} drew condemnation for their inaction on the matter.,Dmitry Medvedev,negative
8091,{entity} drew condemnation for their inaction on the matter.,Mikhail Mishustin,negative
8092,{entity} drew condemnation for their inaction on the matter.,Alexei Navalny,negative
8093,{entity} drew condemnation for their inaction on the matter.,Recep Tayyip Erdoğan,negative
8094,{entity} drew condemnation for their inaction on the matter.,Benjamin Netanyahu,negative
8095,{entity} drew condemnation for their inaction on the matter.,Yair Lapid,negative
8096,{entity} drew condemnation for their inaction on the matter.,Mohammed bin Salman,negative
8097,{entity} drew condemnation for their inaction on the matter.,Mohammed bin Zayed,negative
8098,{entity} drew condemnation for their inaction on the matter.,Hassan Rouhani,negative
8099,{entity} drew condemnation for their inaction on the matter.,Ebrahim Raisi,negative
8100,{entity} drew condemnation for their inaction on the matter.,Qasem Soleimani,negative
8101,{entity} drew condemnation for their inaction on the matter.,Abdul Fattah al-Sisi,negative
8102,{entity} drew condemnation for their inaction on the matter.,Mohamed Morsi,negative
8103,{entity} drew condemnation for their inaction on the matter.,Cyril Ramaphosa,negative
8104,{entity} drew condemnation for their inaction on the matter.,Jacob Zuma,negative
8105,{entity} drew condemnation for their inaction on the matter.,William Ruto,negative
8106,{entity} drew condemnation for their inaction on the matter.,Raila Odinga,negative
8107,{entity} drew condemnation for their inaction on the matter.,Paul Kagame,negative
8108,{entity} drew condemnation for their inaction on the matter.,Félix Tshisekedi,negative
8109,{entity} drew condemnation for their inaction on the matter.,Macky Sall,negative
8110,{entity} drew condemnation for their inaction on the matter.,Muhammadu Buhari,negative
8111,{entity} drew condemnation for their inaction on the matter.,Bola Tinubu,negative
8112,{entity} drew condemnation for their inaction on the matter.,Atiku Abubakar,negative
8113,{entity} drew condemnation for their inaction on the matter.,Nana Akufo-Addo,negative
8114,{entity} drew condemnation for their inaction on the matter.,John Mahama,negative
8115,{entity} drew condemnation for their inaction on the matter.,Alassane Ouattara,negative
8116,{entity} drew condemnation for their inaction on the matter.,Uhuru Kenyatta,negative
8117,{entity} drew condemnation for their inaction on the matter.,Abiy Ahmed,negative
8118,{entity} drew condemnation for their inaction on the matter.,Isaias Afwerki,negative
8119,{entity} drew condemnation for their inaction on the matter.,Julius Malema,negative
8120,{entity} drew condemnation for their inaction on the matter.,Emmerson Mnangagwa,negative
8121,{entity} drew condemnation for their inaction on the matter.,Nelson Chamisa,negative
8122,{entity} drew condemnation for their inaction on the matter.,Hage Geingob,negative
8123,{entity} drew condemnation for their inaction on the matter.,Hakainde Hichilema,negative
8124,{entity} drew condemnation for their inaction on the matter.,Lazarus Chakwera,negative
8125,{entity} drew condemnation for their inaction on the matter.,Samia Suluhu Hassan,negative
8126,{entity} drew condemnation for their inaction on the matter.,John Magufuli,negative
8127,{entity} drew condemnation for their inaction on the matter.,Yoweri Museveni,negative
8128,{entity} drew condemnation for their inaction on the matter.,Bobi Wine,negative
8129,{entity} drew condemnation for their inaction on the matter.,Salva Kiir,negative
8130,{entity} drew condemnation for their inaction on the matter.,Édouard Philippe,negative
8131,{entity} drew condemnation for their inaction on the matter.,Élisabeth Borne,negative
8132,{entity} drew condemnation for their inaction on the matter.,Gabriel Attal,negative
8133,{entity} drew condemnation for their inaction on the matter.,Matteo Salvini,negative
8134,{entity} drew condemnation for their inaction on the matter.,Matteo Renzi,negative
8135,{entity} drew condemnation for their inaction on the matter.,Enrico Letta,negative
8136,{entity} drew condemnation for their inaction on the matter.,Elly Schlein,negative
8137,{entity} drew condemnation for their inaction on the matter.,Santiago Abascal,negative
8138,{entity} drew condemnation for their inaction on the matter.,Alberto Núñez Feijóo,negative
8139,{entity} drew condemnation for their inaction on the matter.,Yolanda Díaz,negative
8140,{entity} drew condemnation for their inaction on the matter.,Geert Wilders,negative
8141,{entity} drew condemnation for their inaction on the matter.,Thierry Baudet,negative
8142,{entity} drew condemnation for their inaction on the matter.,Jens Stoltenberg,negative
8143,{entity} drew condemnation for their inaction on the matter.,Erna Solberg,negative
8144,{entity} drew condemnation for their inaction on the matter.,Magdalena Andersson,negative
8145,{entity} drew condemnation for their inaction on the matter.,Jimmie Åkesson,negative
8146,{entity} drew condemnation for their inaction on the matter.,Sanna Marin,negative
8147,{entity} drew condemnation for their inaction on the matter.,Antti Rinne,negative
8148,{entity} drew condemnation for their inaction on the matter.,Kaja Kallas,negative
8149,{entity} drew condemnation for their inaction on the matter.,Alar Karis,negative
8150,{entity} drew condemnation for their inaction on the matter.,Kersti Kaljulaid,negative
8151,{entity} drew condemnation for their inaction on the matter.,Dalia Grybauskaitė,negative
8152,{entity} drew condemnation for their inaction on the matter.,Gitanas Nausėda,negative
8153,{entity} drew condemnation for their inaction on the matter.,Egils Levits,negative
8154,{entity} drew condemnation for their inaction on the matter.,Rumen Radev,negative
8155,{entity} drew condemnation for their inaction on the matter.,Zoran Zaev,negative
8156,{entity} drew condemnation for their inaction on the matter.,Aleksandar Vučić,negative
8157,{entity} drew condemnation for their inaction on the matter.,Milo Đukanović,negative
8158,{entity} drew condemnation for their inaction on the matter.,Albin Kurti,negative
8159,{entity} drew condemnation for their inaction on the matter.,Stevo Pendarovski,negative
8160,{entity} drew condemnation for their inaction on the matter.,Saleh al-Aruri,negative
8161,{entity} drew condemnation for their inaction on the matter.,Ismail Haniyeh,negative
8162,{entity} drew condemnation for their inaction on the matter.,Mahmoud Abbas,negative
8163,{entity} drew condemnation for their inaction on the matter.,Mohammed Deif,negative
8164,{entity} drew condemnation for their inaction on the matter.,Yehya Sinwar,negative
8165,{entity} drew condemnation for their inaction on the matter.,King Abdullah II,negative
8166,{entity} drew condemnation for their inaction on the matter.,Saad Hariri,negative
8167,{entity} drew condemnation for their inaction on the matter.,Najib Mikati,negative
8168,{entity} drew condemnation for their inaction on the matter.,Bashar al-Assad,negative
8169,{entity} drew condemnation for their inaction on the matter.,Abdullah Öcalan,negative
8170,{entity} drew condemnation for their inaction on the matter.,Recep Tayyip Erdoğan,negative
8171,{entity} drew condemnation for their inaction on the matter.,Kemal Kılıçdaroğlu,negative
8172,{entity} drew condemnation for their inaction on the matter.,Mansur Yavaş,negative
8173,{entity} drew condemnation for their inaction on the matter.,Moon Jae-in,negative
8174,{entity} drew condemnation for their inaction on the matter.,Park Geun-hye,negative
8175,{entity} drew condemnation for their inaction on the matter.,Hong Kong leader,negative
8176,{entity} drew condemnation for their inaction on the matter.,Carrie Lam,negative
8177,{entity} drew condemnation for their inaction on the matter.,John Lee,negative
8178,{entity} drew condemnation for their inaction on the matter.,Tsai Ing-wen,negative
8179,{entity} drew condemnation for their inaction on the matter.,Tony Blair,negative
8180,{entity} drew condemnation for their inaction on the matter.,Gordon Brown,negative
8181,{entity} drew condemnation for their inaction on the matter.,David Cameron,negative
8182,{entity} drew condemnation for their inaction on the matter.,Europe,negative
8183,{entity} drew condemnation for their inaction on the matter.,Liz Truss,negative
8184,{entity} drew condemnation for their inaction on the matter.,Jeremy Corbyn,negative
8185,{entity} drew condemnation for their inaction on the matter.,Ed Miliband,negative
8186,{entity} drew condemnation for their inaction on the matter.,Alex Salmond,negative
8187,{entity} drew condemnation for their inaction on the matter.,Ruth Davidson,negative
8188,{entity} drew condemnation for their inaction on the matter.,Arlene Foster,negative
8189,{entity} drew condemnation for their inaction on the matter.,Mary Lou McDonald,negative
8190,{entity} drew condemnation for their inaction on the matter.,Jacinda Ardern,negative
8191,{entity} drew condemnation for their inaction on the matter.,Chris Hipkins,negative
8192,{entity} drew condemnation for their inaction on the matter.,Christopher Luxon,negative
8193,{entity} drew condemnation for their inaction on the matter.,Scott Morrison,negative
8194,{entity} drew condemnation for their inaction on the matter.,Anthony Albanese,negative
8195,{entity} drew condemnation for their inaction on the matter.,Peter Dutton,negative
8196,{entity} drew condemnation for their inaction on the matter.,Pauline Hanson,negative
8197,{entity} drew condemnation for their inaction on the matter.,José Ramos-Horta,negative
8198,{entity} drew condemnation for their inaction on the matter.,Xanana Gusmão,negative
8199,{entity} drew condemnation for their inaction on the matter.,Frank Bainimarama,negative
8200,{entity} drew condemnation for their inaction on the matter.,Rabuka,negative
8201,{entity} drew condemnation for their inaction on the matter.,James Marape,negative
8202,{entity} drew condemnation for their inaction on the matter.,Peter O'Neill,negative
8203,{entity} drew condemnation for their inaction on the matter.,Hilda Heine,negative
8204,{entity} drew condemnation for their inaction on the matter.,Taneti Maamau,negative
8205,{entity} drew condemnation for their inaction on the matter.,Kausea Natano,negative
8206,{entity} drew condemnation for their inaction on the matter.,Bob Carr,negative
8207,{entity} drew condemnation for their inaction on the matter.,Kevin Rudd,negative
8208,{entity} drew condemnation for their inaction on the matter.,Julia Gillard,negative
8209,{entity} drew condemnation for their inaction on the matter.,Malcolm Turnbull,negative
8210,{entity} drew condemnation for their inaction on the matter.,John Howard,negative
8211,{entity} drew condemnation for their inaction on the matter.,Paul Keating,negative
8212,{entity} drew condemnation for their inaction on the matter.,Helen Clark,negative
8213,{entity} drew condemnation for their inaction on the matter.,John Key,negative
8214,{entity} drew condemnation for their inaction on the matter.,David Lange,negative
8215,{entity} drew condemnation for their inaction on the matter.,Winston Peters,negative
8216,{entity} drew condemnation for their inaction on the matter.,Patricia Scotland,negative
8217,{entity} drew condemnation for their inaction on the matter.,António Guterres,negative
8218,{entity} drew condemnation for their inaction on the matter.,Christine Lagarde,negative
8219,{entity} drew condemnation for their inaction on the matter.,Kristalina Georgieva,negative
8220,{entity} drew condemnation for their inaction on the matter.,Tedros Adhanom,negative
8221,{entity} drew condemnation for their inaction on the matter.,Ngozi Okonjo-Iweala,negative
8222,{entity} drew condemnation for their inaction on the matter.,Amina Mohammed,negative
8223,{entity} drew condemnation for their inaction on the matter.,Phumzile Mlambo-Ngcuka,negative
8224,{entity} drew condemnation for their inaction on the matter.,Graça Machel,negative
8225,{entity} drew condemnation for their inaction on the matter.,Kofi Annan,negative
8226,{entity} drew condemnation for their inaction on the matter.,Ban Ki-moon,negative
8227,{entity} drew condemnation for their inaction on the matter.,Boutros Boutros-Ghali,negative
8228,{entity} drew condemnation for their inaction on the matter.,Javier Pérez de Cuéllar,negative
8229,{entity} drew condemnation for their inaction on the matter.,Kurt Waldheim,negative
8230,{entity} drew condemnation for their inaction on the matter.,Pope Francis,negative
8231,{entity} drew condemnation for their inaction on the matter.,Patriarch Kirill,negative
8232,{entity} drew condemnation for their inaction on the matter.,Dalai Lama,negative
8233,{entity} drew condemnation for their inaction on the matter.,Aung San Suu Kyi,negative
8234,{entity} drew condemnation for their inaction on the matter.,Min Aung Hlaing,negative
8235,{entity} drew condemnation for their inaction on the matter.,Thaksin Shinawatra,negative
8236,{entity} drew condemnation for their inaction on the matter.,Yingluck Shinawatra,negative
8237,{entity} drew condemnation for their inaction on the matter.,Prayut Chan-o-cha,negative
8238,{entity} drew condemnation for their inaction on the matter.,Srettha Thavisin,negative
8239,{entity} drew condemnation for their inaction on the matter.,Lee Kuan Yew,negative
8240,{entity} drew condemnation for their inaction on the matter.,Goh Chok Tong,negative
8241,{entity} drew condemnation for their inaction on the matter.,Halimah Yacob,negative
8242,{entity} drew condemnation for their inaction on the matter.,Tharman Shanmugaratnam,negative
8243,{entity} drew condemnation for their inaction on the matter.,Manmohan Singh,negative
8244,{entity} drew condemnation for their inaction on the matter.,Priyanka Gandhi,negative
8245,{entity} drew condemnation for their inaction on the matter.,Arvind Kejriwal,negative
8246,{entity} drew condemnation for their inaction on the matter.,Mamata Banerjee,negative
8247,{entity} drew condemnation for their inaction on the matter.,Nitish Kumar,negative
8248,{entity} drew condemnation for their inaction on the matter.,Chandrababu Naidu,negative
8249,{entity} drew condemnation for their inaction on the matter.,K Chandrasekhar Rao,negative
8250,{entity} drew condemnation for their inaction on the matter.,Pinarayi Vijayan,negative
8251,{entity} was criticised for their inconsistent positions.,Angela Merkel,negative
8252,{entity} was criticised for their inconsistent positions.,Emmanuel Macron,negative
8253,{entity} was criticised for their inconsistent positions.,Olaf Scholz,negative
8254,{entity} was criticised for their inconsistent positions.,Ursula von der Leyen,negative
8255,{entity} was criticised for their inconsistent positions.,Marine Le Pen,negative
8256,{entity} was criticised for their inconsistent positions.,Jean-Luc Mélenchon,negative
8257,{entity} was criticised for their inconsistent positions.,Giorgia Meloni,negative
8258,{entity} was criticised for their inconsistent positions.,Mario Draghi,negative
8259,{entity} was criticised for their inconsistent positions.,Volodymyr Zelenskyy,negative
8260,{entity} was criticised for their inconsistent positions.,Viktor Orbán,negative
8261,{entity} was criticised for their inconsistent positions.,Donald Tusk,negative
8262,{entity} was criticised for their inconsistent positions.,Andrzej Duda,negative
8263,{entity} was criticised for their inconsistent positions.,Petr Fiala,negative
8264,{entity} was criticised for their inconsistent positions.,Robert Fico,negative
8265,{entity} was criticised for their inconsistent positions.,Miloš Zeman,negative
8266,{entity} was criticised for their inconsistent positions.,Klaus Iohannis,negative
8267,{entity} was criticised for their inconsistent positions.,Boyko Borisov,negative
8268,{entity} was criticised for their inconsistent positions.,Kyriakos Mitsotakis,negative
8269,{entity} was criticised for their inconsistent positions.,Alexis Tsipras,negative
8270,{entity} was criticised for their inconsistent positions.,Recep Tayyip Erdoğan,negative
8271,{entity} was criticised for their inconsistent positions.,António Costa,negative
8272,{entity} was criticised for their inconsistent positions.,Pedro Sánchez,negative
8273,{entity} was criticised for their inconsistent positions.,Mark Rutte,negative
8274,{entity} was criticised for their inconsistent positions.,Alexander De Croo,negative
8275,{entity} was criticised for their inconsistent positions.,Sanna Marin,negative
8276,{entity} was criticised for their inconsistent positions.,Kaja Kallas,negative
8277,{entity} was criticised for their inconsistent positions.,Katrín Jakobsdóttir,negative
8278,{entity} was criticised for their inconsistent positions.,Mette Frederiksen,negative
8279,{entity} was criticised for their inconsistent positions.,Jonas Gahr Støre,negative
8280,{entity} was criticised for their inconsistent positions.,Ulf Kristersson,negative
8281,{entity} was criticised for their inconsistent positions.,Boris Johnson,negative
8282,{entity} was criticised for their inconsistent positions.,Rishi Sunak,negative
8283,{entity} was criticised for their inconsistent positions.,Keir Starmer,negative
8284,{entity} was criticised for their inconsistent positions.,Nicola Sturgeon,negative
8285,{entity} was criticised for their inconsistent positions.,Leo Varadkar,negative
8286,{entity} was criticised for their inconsistent positions.,Micheál Martin,negative
8287,{entity} was criticised for their inconsistent positions.,Biden,negative
8288,{entity} was criticised for their inconsistent positions.,Donald Trump,negative
8289,{entity} was criticised for their inconsistent positions.,Nancy Pelosi,negative
8290,{entity} was criticised for their inconsistent positions.,Mitch McConnell,negative
8291,{entity} was criticised for their inconsistent positions.,Kamala Harris,negative
8292,{entity} was criticised for their inconsistent positions.,Ron DeSantis,negative
8293,{entity} was criticised for their inconsistent positions.,Gavin Newsom,negative
